"Código (AMOSTRAGEM BIOLÓGICA - TELEÓSTEOS)";"Código (Amostragem Biológica - Organismo à Organismo)";"Amostragem Biológica - Organismo à Organismo > ID - Amostra";"Amostragem Biológica - Organismo à Organismo > ID - Indivíduo";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Código)";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Rótulo)";"Amostragem Biológica - Organismo à Organismo > Sexo";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Macho";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Fêmea";"Amostragem Biológica - Organismo à Organismo > Comprimento total - CT (cm)";"Amostragem Biológica - Organismo à Organismo > Comprimento padrão - CP (cm)";"Amostragem Biológica - Organismo à Organismo > Peso total - PT (g)";"Amostragem Biológica - Organismo à Organismo > Peso eviscerado - PEvis (g)";"Amostragem Biológica - Organismo à Organismo > Peso do fígado - PFig (g)";"Amostragem Biológica - Organismo à Organismo > Peso do estômago - PEst (g)";"Amostragem Biológica - Organismo à Organismo > Peso da gônoda - PGon (g)";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento das gônadas para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento do estômago para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de músculo para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de otólitos para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Selecione qual dos otólitos foi reservado para amostragem posterior"
"1.1247012";"1.1247012.7";"199";"1475";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,5";"24,6";"320,7";"290,44";"3,694";"7,104";"0,053";"";"";"";"";""
"1.1247012";"1.1247012.8";"199";"1476";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"33,6";"26,5";"400,67";"361,4";"5,136";"10,191";"0,189";"";"";"";"";""
"1.1247012";"1.1247012.9";"199";"1477";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"35,1";"27,5";"443,48";"402,2";"5,495";"8,688";"0,155";"";"";"";"";""
"1.1247012";"1.1247012.10";"199";"1478";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"34,5";"26,3";"438,4";"367,63";"4,855";"12,28";"0,184";"";"";"";"";""
"1.1247012";"1.1247012.11";"199";"1479";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"34,3";"27,2";"437,03";"388,08";"6,345";"12,61";"0,133";"";"";"";"";""
"1.1247012";"1.1247012.12";"199";"1480";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"D - Desovado";"34,2";"27,00";"537,15";"499,45";"3,354";"3,492";"4,347";"";"";"";"";""
"1.1247012";"1.1247012.13";"199";"1527";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"35,9";"27,8";"409,24";"367,16";"4,958";"11,642";"0,118";"";"";"";"";""
"1.1247012";"1.1247012.14";"199";"1528";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"33,4";"25,8";"358,42";"327,79";"5,664";"7,378";"0,208";"";"";"";"";""
"1.1247012";"1.1247012.15";"199";"1529";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"38,00";"29,5";"506,45";"456,96";"8,907";"8,438";"0,132";"";"";"";"";""
"1.1247012";"1.1247012.16";"199";"1525";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"30,3";"24,00";"277,24";"256,63";"1,045";"1,698";"1,888";"";"";"";"";""
"1.1247012";"1.1247012.17";"199";"1526";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"";"25,00";"299,2";"269,41";"1,899";"3,562";"2,279";"";"";"";"";""
"1.1247010";"1.1247010.0";"182";"1105";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"47,9";"37,4";"1167,67";"1021,82";"9,37";"9,93";"100,91";"Sim";"";"";"";""
"1.1247010";"1.1247010.1";"182";"1106";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"D - Desovado";"50,5";"39,9";"1088,07";"1005,89";"12,31";"19,16";"26,18";"";"";"";"";""
"1.1247007";"1.1247007.0";"185";"1104";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"73,2";"58,1";"4230,17";"3824,02";"44,76";"48,71";"101,02";"";"";"";"";""
"1.1246999";"1.1246999.0";"205";"1097";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"40,6";"31,4";"615,5";"554,42";"7,379";"12,742";"0,167";"";"";"";"";""
"1.1246999";"1.1246999.1";"205";"1099";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"39,6";"31,5";"525,9";"481,26";"3,518";"8,607";"0,092";"";"";"";"";""
"1.1246999";"1.1246999.2";"205";"1100";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"38,1";"29,2";"534,05";"472,00";"";"14,356";"0,29";"";"";"";"";""
"1.1246999";"1.1246999.3";"205";"1101";"1.1092731";"Mugil liza";"Fêmea (F)";"";"D - Desovado";"40,2";"31,1";"666,94";"603,94";"6,954";"14,488";"3,971";"";"";"";"";""
"1.1246999";"1.1246999.4";"205";"1102";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"41,6";"32,00";"980,34";"568,42";"9,633";"12,58";"12,209";"";"";"";"";""
"1.1246999";"1.1246999.5";"205";"1103";"1.1092731";"Mugil liza";"Fêmea (F)";"";"D - Desovado";"44,2";"34,3";"847,57";"771,79";"11,849";"17,921";"4,979";"";"";"";"";""
"1.1246971";"1.1246971.0";"176";"855";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,2";"22,4";"221,9";"";"";"";"";"";"";"";"";""
"1.1246971";"1.1246971.1";"176";"856";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,3";"22,5";"240,7";"";"";"";"";"";"";"";"";""
"1.1246971";"1.1246971.2";"176";"857";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,6";"22,5";"215,58";"";"";"";"";"";"";"";"";""
"1.1246971";"1.1246971.3";"176";"1481";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,5";"24,5";"273,58";"";"2,8";"7,82";"";"";"";"";"";""
"1.1246971";"1.1246971.4";"176";"1495";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"32,1";"25,2";"267,31";"247,39";"1,786";"4,607";"";"";"";"";"";""
"1.1246971";"1.1246971.5";"176";"1496";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"27,00";"20,9";"173,7";"156,4";"1,207";"9,908";"0,067";"";"";"";"";""
"1.1246971";"1.1246971.6";"176";"1497";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"34,3";"26,8";"349,55";"323,22";"1,827";"6,908";"0,591";"";"";"";"";""
"1.1246971";"1.1246971.7";"176";"1498";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"29,5";"22,6";"238,51";"217,13";"3,148";"10,853";"0,062";"";"";"";"";""
"1.1246971";"1.1246971.8";"176";"1499";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"32,6";"25,2";"286,75";"259,18";"1,943";"17,5";"0,064";"";"";"";"";""
"1.1246971";"1.1246971.9";"176";"1500";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"31,5";"24,8";"281,2";"254,83";"3,061";"10,786";"0,102";"";"";"";"";""
"1.1243969";"1.1243969.0";"204";"1444";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"12,6";"10,00";"12,9";"11,62";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.1";"204";"1445";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"10,5";"8,9";"8,42";"7,28";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.2";"204";"1446";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"8,1";"6,9";"4,29";"3,85";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.3";"204";"1447";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"7,7";"6,1";"3,39";"3,11";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.4";"204";"1448";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"8,2";"6,5";"3,94";"3,48";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.5";"204";"1449";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"7,5";"5,8";"2,94";"2,61";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.6";"204";"1450";"1.1110203";"Oligoplites saurus";"Indeterminado (I)";"";"";"8,2";"6,5";"4,12";"3,71";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.7";"204";"1451";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"16,9";"12,8";"43,92";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.8";"204";"1452";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"12,4";"9,3";"17,42";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.9";"204";"1453";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"11,6";"9,00";"15,52";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.10";"204";"1454";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"11,7";"8,9";"15,73";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.11";"204";"1455";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"11,7";"8,6";"14,34";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.12";"204";"1456";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"10,9";"8,1";"11,72";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.13";"204";"1457";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"11,2";"8,7";"11,91";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.14";"204";"1458";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"11,4";"8,6";"12,71";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.15";"204";"1459";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"10,6";"8,00";"9,93";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.16";"204";"1460";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"10,4";"7,9";"10,51";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.17";"204";"1461";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"10,7";"7,00";"10,48";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.18";"204";"1462";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"11,1";"8,6";"12,73";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.19";"204";"1463";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"10,7";"8,00";"10,11";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.20";"204";"1464";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"10,4";"7,8";"8,63";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.21";"204";"1465";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"9,7";"7,2";"8,13";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.22";"204";"1466";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"9,5";"7,1";"7,00";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.23";"204";"1467";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"9,5";"7,1";"7,47";"";"";"";"";"";"";"";"";""
"1.1243969";"1.1243969.24";"204";"1468";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"16,5";"12,8";"73,83";"41,18";"";"0,72";"0,025";"";"";"";"";""
"1.1243804";"1.1243804.0";"198";"1432";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"51,5";"40,00";"1404,75";"1230,89";"19,21";"9,02";"136,39";"";"";"";"";""
"1.1243804";"1.1243804.1";"198";"1433";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"45,2";"35,7";"1059,54";"928,28";"11,35";"10,08";"78,88";"";"";"";"";""
"1.1243804";"1.1243804.2";"198";"1434";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"46,5";"35,9";"1014,31";"832,14";"14,76";"35,27";"107,3";"";"";"";"";""
"1.1243804";"1.1243804.3";"198";"1435";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"45,9";"34,1";"1008,7";"909,17";"14,28";"27,37";"28,1";"";"";"";"";""
"1.1243804";"1.1243804.4";"198";"1436";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"47,00";"36,5";"1166,36";"1001,54";"12,19";"13,19";"47,08";"";"";"";"";""
"1.1243804";"1.1243804.5";"198";"1437";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"54,5";"43,00";"1670,58";"1405,21";"11,264";"10,241";"125,876";"";"";"";"";""
"1.1243804";"1.1243804.6";"198";"1438";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"53,00";"41,5";"1460,23";"1194,35";"15,35";"8,671";"100,25";"";"";"";"";""
"1.1243804";"1.1243804.7";"198";"1439";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"52,1";"40,4";"1471,41";"1205,59";"14,249";"9,586";"89,567";"";"";"";"";""
"1.1243804";"1.1243804.8";"198";"1440";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"47,2";"35,9";"1001,82";"795,24";"15,277";"11,245";"105,25";"";"";"";"";""
"1.1243804";"1.1243804.9";"198";"1441";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"51,5";"40,1";"1422,64";"1186,45";"12,348";"15,364";"131,228";"";"";"";"";""
"1.1243804";"1.1243804.10";"198";"1442";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"55,3";"42,4";"1631,98";"1403,21";"14,782";"10,837";"95,123";"";"";"";"";""
"1.1243804";"1.1243804.11";"198";"992";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"44,5";"35,2";"1042,92";"900,97";"12,672";"8,932";"85,106";"Sim";"";"";"";""
"1.1243804";"1.1243804.12";"198";"993";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"48,3";"38,6";"1067,52";"858,13";"10,891";"13,615";"52,095";"";"";"";"";""
"1.1243804";"1.1243804.13";"198";"1096";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"47,8";"37,3";"1101,88";"986,5";"6,928";"8,059";"71,107";"";"";"";"";""
"1.1243804";"1.1243804.14";"198";"1576";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"47,8";"37,4";"1089,23";"922,21";"";"11,972";"103,22";"Sim";"";"";"";""
"1.1243804";"1.1243804.15";"198";"1577";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"49,2";"38,00";"1053,06";"948,16";"";"10,963";"54,236";"Sim";"";"";"";""
"1.1243804";"1.1243804.16";"198";"1578";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"55,00";"43,00";"1571,73";"1352,15";"";"16,079";"139,656";"Sim";"";"";"";""
"1.1243804";"1.1243804.17";"198";"1579";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"46,8";"35,7";"997,16";"856,45";"";"25,707";"84,99";"";"";"";"";""
"1.1243724";"1.1243724.0";"202";"1430";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"12,00";"9,5";"17,48";"14,84";"0,189";"0,25";"";"";"";"";"";""
"1.1243724";"1.1243724.1";"202";"1431";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"5,6";"4,5";"2,02";"1,53";"0,029";"0,112";"";"";"";"";"";""
"1.1243716";"1.1243716.0";"201";"1429";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"12,7";"10,2";"23,35";"19,93";"0,244";"0,989";"0,01";"";"";"";"";""
"1.1243704";"1.1243704.0";"200";"1423";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"33,3";"26,00";"379,77";"336,62";"5,138";"9,677";"0,768";"";"";"";"";""
"1.1243704";"1.1243704.1";"200";"1424";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"32,6";"25,6";"351,24";"313,35";"3,779";"9,857";"0,063";"";"";"";"";""
"1.1243704";"1.1243704.2";"200";"1425";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,6";"25,7";"364,31";"329,11";"4,868";"9,285";"0,108";"";"";"";"";""
"1.1243704";"1.1243704.3";"200";"1426";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"30,00";"23,2";"264,34";"233,74";"3,179";"7,184";"0,086";"";"";"";"";""
"1.1243704";"1.1243704.4";"200";"1427";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,7";"23,9";"320,91";"289,3";"4,323";"7,956";"0,069";"";"";"";"";""
"1.1243704";"1.1243704.5";"200";"1428";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"25,1";"21,2";"186,21";"172,18";"1,21";"1,064";"0,602";"";"";"";"";""
"1.1240032";"1.1240032.0";"62";"506";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"27,8";"22,1";"210,00";"170,00";"2,31";"5,078";"";"";"";"";"";""
"1.1240032";"1.1240032.1";"62";"507";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"27,4";"21,6";"190,00";"130,00";"2,275";"5,393";"0,016";"";"";"";"";""
"1.1240032";"1.1240032.2";"62";"508";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"28,8";"22,7";"235,00";"160,00";"5,00";"5,872";"0,041";"";"";"";"";""
"1.1240032";"1.1240032.3";"62";"509";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,4";"26,6";"395,00";"335,00";"6,242";"4,723";"9,353";"";"";"";"";""
"1.1240032";"1.1240032.4";"62";"510";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"27,6";"21,7";"200,00";"135,00";"4,831";"6,909";"0,052";"";"";"";"";""
"1.1240032";"1.1240032.5";"62";"511";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,9";"24,4";"260,00";"225,00";"1,382";"7,555";"0,129";"";"";"";"";""
"1.1240032";"1.1240032.6";"62";"512";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"33,00";"26,4";"360,00";"330,00";"7,683";"6,323";"1,993";"";"";"";"";""
"1.1240032";"1.1240032.7";"62";"513";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"39,2";"30,9";"555,00";"505,00";"14,56";"11,58";"0,59";"";"";"";"";""
"1.1234342";"1.1234342.0";"173";"1406";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,4";"26,1";"317,08";"282,56";"6,36";"7,203";"0,142";"";"";"";"";""
"1.1234342";"1.1234342.1";"173";"1407";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,5";"22,9";"226,79";"204,49";"4,072";"4,185";"0,068";"";"";"";"";""
"1.1234342";"1.1234342.2";"173";"1408";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,9";"26,2";"278,76";"245,63";"7,702";"5,91";"0,102";"";"";"";"";""
"1.1234342";"1.1234342.3";"173";"1409";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,4";"24,2";"288,94";"253,87";"10,398";"5,095";"0,116";"";"";"";"";""
"1.1234342";"1.1234342.4";"173";"1410";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,00";"23,6";"288,95";"260,61";"6,72";"6,301";"0,165";"";"";"";"";""
"1.1234342";"1.1234342.5";"173";"1411";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,4";"23,7";"345,83";"300,2";"10,98";"8,143";"0,2";"";"";"";"";""
"1.1234342";"1.1234342.6";"173";"1412";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"28,4";"22,3";"229,35";"209,35";"2,809";"4,912";"0,115";"";"";"";"";""
"1.1234342";"1.1234342.7";"173";"1413";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,3";"25,1";"339,41";"306,36";"8,449";"5,013";"0,183";"";"";"";"";""
"1.1234342";"1.1234342.8";"173";"1414";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,5";"23,4";"246,53";"225,22";"3,318";"4,752";"0,128";"";"";"";"";""
"1.1234342";"1.1234342.9";"173";"1415";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,5";"24,6";"309,39";"280,62";"6,29";"5,628";"0,16";"";"";"";"";""
"1.1234342";"1.1234342.10";"173";"1416";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,5";"25,1";"325,17";"289,08";"6,664";"6,97";"0,138";"";"";"";"";""
"1.1234342";"1.1234342.11";"173";"1417";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,1";"24,2";"305,53";"268,98";"7,288";"8,521";"0,191";"";"";"";"";""
"1.1234342";"1.1234342.12";"173";"1418";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,8";"24,6";"315,5";"282,21";"5,45";"6,168";"0,197";"";"";"";"";""
"1.1234342";"1.1234342.13";"173";"1419";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,5";"22,8";"257,11";"229,72";"4,359";"5,22";"0,179";"";"";"";"";""
"1.1234342";"1.1234342.14";"173";"1420";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,5";"23,3";"262,4";"225,05";"8,029";"9,695";"0,277";"";"";"";"";""
"1.1234342";"1.1234342.15";"173";"1421";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,7";"23,9";"276,39";"247,72";"2,152";"6,047";"0,06";"";"";"";"";""
"1.1234342";"1.1234342.16";"173";"1422";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,3";"22,6";"248,88";"225,48";"3,867";"4,113";"0,082";"";"";"";"";""
"1.1234316";"1.1234316.0";"184";"1405";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"";"44,8";"2362,5";"1917,7";"36,842";"19,548";"261,6";"Sim";"";"";"";""
"1.1234292";"1.1234292.0";"190";"1398";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"24,1";"18,1";"116,9";"106,34";"0,844";"2,988";"";"";"";"";"";""
"1.1234292";"1.1234292.1";"190";"1399";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"20,9";"16,00";"69,34";"63,69";"";"1,839";"";"";"";"";"";""
"1.1234292";"1.1234292.2";"190";"1400";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"25,00";"19,7";"138,12";"124,98";"";"3,009";"";"";"";"";"";""
"1.1234280";"1.1234280.0";"165";"1392";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,6";"23,7";"288,78";"250,09";"3,747";"8,468";"0,044";"";"";"";"";""
"1.1234280";"1.1234280.1";"165";"1393";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"31,6";"24,2";"293,32";"265,88";"2,105";"8,354";"0,137";"";"";"";"";""
"1.1234280";"1.1234280.2";"165";"1394";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,2";"24,1";"311,26";"280,56";"3,554";"6,821";"0,124";"";"";"";"";""
"1.1234280";"1.1234280.3";"165";"1395";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"32,5";"24,7";"327,53";"292,18";"3,798";"8,781";"0,115";"";"";"";"";""
"1.1234280";"1.1234280.4";"165";"1396";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,7";"26,2";"373,00";"329,19";"";"8,927";"";"";"";"";"";""
"1.1234280";"1.1234280.5";"165";"1397";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,4";"26,9";"359,5";"";"2,171";"8,715";"0,083";"";"";"";"";""
"1.1234258";"1.1234258.0";"196";"1391";"1.1110203";"Oligoplites saurus";"";"";"";"4,00";"3,2";"0,64";"";"";"";"";"";"";"";"";""
"1.1234240";"1.1234240.0";"194";"1384";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"36,5";"27,5";"516,74";"466,7";"4,81";"12,14";"2,371";"";"";"";"";""
"1.1234240";"1.1234240.1";"194";"1385";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"32,5";"24,6";"436,84";"345,87";"5,13";"10,57";"1,789";"";"";"";"";""
"1.1234240";"1.1234240.2";"194";"1386";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"D - Desovado";"";"28,4";"594,61";"543,26";"5,02";"3,21";"5,121";"Sim";"";"";"";""
"1.1234240";"1.1234240.3";"194";"1387";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"9,5";"7,1";"12,26";"8,55";"0,064";"0,137";"0,001";"";"";"";"";""
"1.1234240";"1.1234240.4";"194";"1388";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"9,8";"7,8";"14,82";"10,47";"";"0,739";"0,001";"";"";"";"";""
"1.1234240";"1.1234240.5";"194";"1389";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"7,4";"5,6";"7,15";"6,87";"0,091";"0,179";"0,001";"";"";"";"";""
"1.1234240";"1.1234240.6";"194";"1390";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"32,7";"24,5";"358,27";"287,15";"4,251";"9,81";"1,913";"";"";"";"";""
